Name,CountryCode,Population
TeresÃ³polis,BRA,128079
CubatÃ£o,BRA,102372
Springs,ZAF,162072
Mekele,ETH,96938
al-Nasiriya,IRQ,265937
Lecce,ITA,98208
Majalaya,IDN,93200
Scarborough,CAN,594501
Fengyuan,TWN,161032
Gazipur,BGD,96717
Puerto Montt,CHL,152194
Sabadell,ESP,184859
San Jose,PHL,111009
Tegucigalpa,HND,813900
Mandasor,IND,95758
Kakogawa,JPN,266281
Chofu,JPN,201585
Zama,JPN,122046
Xalapa,MEX,390058
NeuquÃ©n,ARG,167296
TatuÃ­,BRA,93897
Sevilla,ESP,701927
TÃ³rshavn,FRO,14542
Nashik (Nasik),IND,656925
Bidar,IND,108016
Kitakyushu,JPN,1016264
Huainan,CHN,700000
Zhumadian,CHN,123232
ParnaÃ­ba,BRA,129756
Jaipur,IND,1458483
Champdani,IND,98818
Taizz,YEM,317600
Namwon,KOR,103544
Najran,SAU,91000
Getafe,ESP,145371
Amagasaki,JPN,481434
Ocumare del Tuy,VEN,97168
Tenali,IND,143726
Venezia,ITA,277305
Meru,KEN,94947
HuÃ¡nuco,PER,129688
Roubaix,FRA,96984
Budapest,HUN,1811552
SÃ£o JoÃ£o de Meriti,BRA,440052
Sapucaia do Sul,BRA,120217
Pallavaram,IND,111866
Brest,BLR,286000
Vellore,IND,175061
Lerma,MEX,99714
Buzau,ROM,148372
Boa Vista,BRA,167185
Guarapuava,BRA,160510
Yokkaichi,JPN,288173
Walsall,GBR,174739
Ruse,BGR,166467
Nanchang,CHN,1691600
MartÃ­nez de la Torre,MEX,118815
Dera Ghazi Khan,PAK,188100
Lille,FRA,184657
FÃ¼rth,DEU,109771
Talkha,EGY,97700
Navotas,PHL,230403
Padang,IDN,534474
Ingraj Bazar (English Bazar),IND,139204
TÅ¡erepovets,RUS,324400
Cainta,PHL,242511
Zinacantepec,MEX,121715
Santa Maria,PHL,144282
Cavite,PHL,99367
Vishakhapatnam,IND,752037
Xuchang,CHN,208815
Guarenas,VEN,165889
Columbia,USA,116278
Hobart,AUS,126118
Saidpur,BGD,96777
Shillong,IND,131719
Yulin,CHN,144467
Yuncheng,CHN,108359
Mallawi,EGY,119283
Pietermaritzburg,ZAF,370190
Mashhad,IRN,1887405
Qarchak,IRN,142690
Qashqar,CHN,174570
Sanya,CHN,102820
Yuzhou,CHN,92889
Namangan,UZB,370500
Zukovski,RUS,96500
Cachoeiro de Itapemirim,BRA,155024
Klerksdorp,ZAF,261911
Bislig,PHL,97860
Shulin,TWN,151260
Almirante Brown,ARG,538918
Luxor,EGY,360503
Bhimavaram,IND,121314
Suzhou,CHN,151862
Macon,USA,113336
Cilacap,IDN,206900
Puqi,CHN,117264
Victoria,SYC,41000
Ede,NLD,101574
Francistown,BWA,101805
Lleida (LÃ©rida),ESP,112207
Etawah,IND,124072
Knoxville,USA,173890
New Bombay,IND,307297
Phyongsong,PRK,272934
Helsingborg,SWE,117737
CriciÃºma,BRA,167661
Timkur,IND,138903
Cagliari,ITA,165926
Nanking [Nanjing],CHN,2870300
Xichang,CHN,134419
Saratov,RUS,874000
Tabriz,IRN,1191043
Chimoio,MOZ,171056
Simferopol,UKR,339000
Pilar,ARG,113428
Baoding,CHN,483155
Yueyang,CHN,302800
CÃºcuta,COL,606932
Hailun,CHN,133565
Marseille,FRA,798430
Mykolajiv,UKR,508000
Campina Grande,BRA,352497
Amol,IRN,159092
Itami,JPN,190886
Nairobi,KEN,2290000
Bacoor,PHL,305699
Sari,IRN,195882
Belize City,BLZ,55810
Madrid,ESP,2879052
Samarinda,IDN,399175
Citeureup,IDN,105100
Hassan,IND,90803
Khorramabad,IRN,272815
Messina,ITA,259156
Jilin,CHN,1040000
Atibaia,BRA,100356
Bandar-e-Abbas,IRN,273578
Kofu,JPN,199753
Blantyre,MWI,478155
Brugge,BEL,116246
Barakaldo,ESP,98212
Ichikawa,JPN,441893
Tianshui,CHN,244974
Surgut,RUS,274900
PopayÃ¡n,COL,200719
Ansan,KOR,510314
Harkova [Harkiv],UKR,1500000
Ternopil,UKR,236000
Berazategui,ARG,276916
Laoag,PHL,94466
Binjai,IDN,127222
Harbin,CHN,4289800
Mojokerto,IDN,96626
Parma,ITA,168717
Fukuyama,JPN,376921
Saskatoon,CAN,193647
Xining,CHN,700200
Lund,SWE,98948
JosÃ© C. Paz,ARG,221754
MauÃ¡,BRA,375055
Camaragibe,BRA,118968
Lauro de Freitas,BRA,109236
Parnamirim,BRA,96210
Iligan,PHL,285061
Santa Cruz,PHL,92694
Ueda,JPN,124217
Tarija,BOL,125255
BagÃ©,BRA,120793
Dehra Dun,IND,270159
Delicias,MEX,116132
Sokoto,NGA,204900
Khulna,BGD,663340
Barbacena,BRA,113079
Rio Verde,BRA,107755
Porbandar,IND,116671
Ambala Sadar,IND,90712
Raigarh,IND,89166
Tsu,JPN,164543
Vaughan,CAN,147889
Amoy [Xiamen],CHN,627500
Lowell,USA,105167
Surendranagar,IND,105973
Gdansk,POL,458988
Bonn,DEU,301048
Luanshya,ZMB,118100
Orai,IND,98640
Ebetsu,JPN,118805
Delmas,HTI,240429
Richmond,CAN,148867
Yangor,NRU,4050
Zabrze,POL,200177
al-Hilla,IRQ,268834
Brindisi,ITA,93454
Kelowna,CAN,89442
Guilin,CHN,364130
Rizhao,CHN,185048
Huangyan,CHN,89288
al-Mubarraz,SAU,219100
MacaÃ©,BRA,125597
Portsmouth,GBR,190000
Sakura,JPN,168072
Colorado Springs,USA,360890
Arnhem,NLD,138020
Soyapango,SLV,129800
Ourense (Orense),ESP,109120
Tiruvannamalai,IND,109196
Ichihara,JPN,279280
Fuyang,CHN,179572
Bogra,BGD,120170
Charleroi,BEL,200827
SÃ£o JosÃ© do Rio Preto,BRA,351944
Port Elizabeth,ZAF,752319
Brakpan,ZAF,171363
Bharuch (Broach),IND,133102
Naha,JPN,299851
Ogaki,JPN,151758
Linyi,CHN,324720
Kusatsu,JPN,106232
Weihai,CHN,128888
Les Abymes,GLP,62947
Karawang,IDN,145000
Khoy,IRN,148944
Springfield,USA,152082
Malvinas Argentinas,ARG,290335
Jerez de la Frontera,ESP,182660
Cuddapah,IND,121463
Istanbul,TUR,8787958
Slovjansk,UKR,127000
Davao,PHL,1147116
Asaka,JPN,114815
Kuwana,JPN,106121
Barinas,VEN,217831
Serang,IDN,122400
Bahraich,IND,135400
Ota,JPN,145317
Bozhou,CHN,106346
Bello,COL,333470
Macuspana,MEX,133795
Adiyaman,TUR,141529
Nagoya,JPN,2154376
Guelph,CAN,103593
Taraz,KAZ,330100
Beipiao,CHN,194301
Kalemie,COD,101309
Kafr al-Dawwar,EGY,231978
Vadodara (Baroda),IND,1031346
Maunath Bhanjan,IND,136697
Satara,IND,95133
MontrÃ©al,CAN,1016376
Honghu,CHN,190772
Beni-Mellal,MAR,140212
MayagÃ¼ez,PRI,98434
Sakarya (Adapazari),TUR,190641
EunÃ¡polis,BRA,96610
Kolhapur,IND,406370
Calgary,CAN,768082
Leiyang,CHN,130115
Malita,PHL,100000
Atsugi,JPN,212407
Tsukuba,JPN,160768
East York,CAN,114034
Manaus,BRA,1255049
Roseau,DMA,16243
Malayer,IRN,144373
Nigel,ZAF,96734
Midsayap,PHL,105760
Burhanpur,IND,172710
Baquba,IRQ,114516
Zahedan,IRN,419518
Torino,ITA,903705
Mishima,JPN,109699
YanÂ´an,CHN,113277
Kaduna,NGA,342200
Miaoli,TWN,90000
Melipilla,CHL,91056
San Fernando,PHL,102082
Innsbruck,AUT,111752
Niiza,JPN,147744
Torbat-e Heydariyeh,IRN,94600
Chaozhou,CHN,313469
Centro (Villahermosa),MEX,519873
Shaki,NGA,174500
SÃ©tif,DZA,179055
Formosa,ARG,147636
al-Faiyum,EGY,260964
Roodepoort,ZAF,279340
Surigao,PHL,118534
Faridabad,IND,703592
Qom,IRN,777677
Tumen,CHN,91471
Essen,DEU,599515
Leipzig,DEU,489532
GÃ¼tersloh,DEU,95028
Chungli,TWN,318649
Cariacica,BRA,319033
Alagoinhas,BRA,126820
Swindon,GBR,180000
Ujjain,IND,362266
Arrah (Ara),IND,157082
Uberaba,BRA,249225
Sunderland,GBR,183310
Foggia,ITA,154891
Yanji,CHN,230892
Delft,NLD,95268
PetrÃ³polis,BRA,279183
Baybay,PHL,95630
Neyveli,IND,118080
La Spezia,ITA,95504
Hirosaki,JPN,177522
Shashi,CHN,281352
Xingcheng,CHN,102384
Depok,IDN,365200
Burnaby,CAN,179209
LambarÃ©,PRY,99681
Hualien,TWN,108407
Hradec KrÃ¡lovÃ©,CZE,98080
Townsville,AUS,109914
Sucre,BOL,178426
Gaborone,BWA,213017
San Miguel,SLV,127696
Miyakonojo,JPN,133183
Isahaya,JPN,93058
Minoo,JPN,127026
Nishio,JPN,100032
Ningbo,CHN,1371200
Jincheng,CHN,136396
West Island,CCK,167
Yamoussoukro,CIV,130000
JundÃ­aÃ­,BRA,296127
VÃ¡rzea Grande,BRA,214435
Malabon,PHL,338855
Bago,PHL,141721
Bangalore,IND,2660088
Novi Sad,YUG,179626
Laizhou,CHN,198664
Vladivostok,RUS,606200
Spokane,USA,195629
Palma de Mallorca,ESP,326993
Asansol,IND,262188
Hindupur,IND,104651
Toda,JPN,103969
Cayenne,GUF,50699
Tangail,BGD,106004
Juazeiro do Norte,BRA,199636
Kanpur,IND,1874409
Patiala,IND,238368
Sakata,JPN,101651
Sirjan,IRN,135024
Sassari,ITA,120803
Dinajpur,BGD,127815
Silang,PHL,156137
Malang,IDN,716862
Osaka,JPN,2595674
Aomori,JPN,295969
Fuchu,JPN,220576
ItagÃ¼Ã­,COL,228985
Pusan,KOR,3804522
Naperville,USA,128358
Norwalk,USA,103298
Ongole,IND,100836
Gliwice,POL,212164
Campo Grande,BRA,649593
Rewa,IND,128981
Andria,ITA,94443
Onomichi,JPN,93756
Smolensk,RUS,353400
Saqqez,IRN,115394
Osijek,HRV,104761
Reynosa,MEX,419776
Ahmadpur East,PAK,96000
al-Fashir,SDN,141884
Budaun,IND,116695
Asahikawa,JPN,364813
Akishima,JPN,106914
Tsuyama,JPN,91170
Resistencia,ARG,229212
Tungi,BGD,168702
Niigata,JPN,497464
Cali,COL,2077386
Port Harcourt,NGA,410000
Kramatorsk,UKR,186000
MatarÃ³,ESP,104095
Nasugbu,PHL,96113
Beerseba,ISR,163700
Kurashiki,JPN,425103
Yangjiang,CHN,215196
Dos Quebradas,COL,159363
Boma,COD,135284
Fort Worth,USA,534694
Catanduva,BRA,107761
Gwalior,IND,690765
Abadan,IRN,206073
Bandar-e Anzali,IRN,98500
Leshan,CHN,341128
Chalco,MEX,222201
Kueishan,TWN,112195
Tama,JPN,146712
San Miguel,ARG,248700
Pangkal Pinang,IDN,124000
Keelung (Chilung),TWN,385201
IlhÃ©us,BRA,254970
DasmariÃ±as,PHL,379520
Butuan,PHL,267279
Angeles,PHL,263971
Bansberia,IND,93447
Moers,DEU,106837
Porto-Novo,BEN,194000
Poole,GBR,141000
Akola,IND,328034
Machilipatnam (Masulipatam),IND,159110
Tongchuan,CHN,280657
Zenica,BIH,96027
MagÃ©,BRA,196147
Durban,ZAF,566120
Chandannagar,IND,120378
Reggio di Calabria,ITA,179617
Ganzhou,CHN,220129
Asyut,EGY,343498
Talavera,PHL,97329
Tbilisi,GEO,1235200
Semey,KAZ,269600
Hyesan,PRK,178020
Piracicaba,BRA,319104
Maizuru,JPN,94784
Vihari,PAK,92300
Bottrop,DEU,121097
Teresina,BRA,691942
NilÃ³polis,BRA,153383
Tarragona,ESP,113016
Pematang Siantar,IDN,203056
Tasikmalaya,IDN,179800
Shuangyashan,CHN,386081
Huzhou,CHN,218071
Kalookan,PHL,1177604
San Isidro,ARG,306341
Leeds,GBR,424194
Bournemouth,GBR,162000
Fuenlabrada,ESP,171173
AlcalÃ¡ de Henares,ESP,164463
Zabol,IRN,100887
Bukavu,COD,201569
Arica,CHL,189036
Morioka,JPN,287353
Manzhouli,CHN,120023
Cartagena,COL,805757
OthÃ³n P. Blanco (Chetumal),MEX,208014
Jaya Pura,IDN,94700
Yamuna Nagar,IND,144346
Bose,CHN,93009
ItaboraÃ­,BRA,173977
MarabÃ¡,BRA,167795
VitÃ³ria de Santo AntÃ£o,BRA,113595
Imus,PHL,195482
Semarang,IDN,1104405
JuÃ¡rez,MEX,1217818
Isparta,TUR,121911
Burgos,ESP,162802
Dibrugarh,IND,120127
Bhind,IND,109755
al-Ramadi,IRQ,192556
Zhengzhou,CHN,2107200
HuaiÂ´an,CHN,131149
Kinshasa,COD,5064000
Sydney,AUS,3276207
Brighton,GBR,156124
al-Raqqa,SYR,108020
Armavir,RUS,164900
Florencio Varela,ARG,315432
Mataram,IDN,306600
Bharatpur,IND,148519
Longjing,CHN,139417
Vinnytsja,UKR,391000
Fagatogo,ASM,2323
Conselheiro Lafaiete,BRA,97507
Bacolod,PHL,429076
Bhopal,IND,1062771
Saanich,CAN,101388
Meixian,CHN,132156
Kaliningrad,RUS,424400
Wuzhou,CHN,210452
Taizhou,CHN,152442
Quzhou,CHN,112373
Goma,COD,109094
Agadir,MAR,155244
Assuan,EGY,219017
Wonderboom,ZAF,283289
Sambalpur,IND,131138
Hefei,CHN,1369100
Accra,GHA,1070000
Rae Bareli,IND,129904
Pingchen,TWN,188344
Itu,BRA,132736
Trento,ITA,104906
Junan,CHN,90222
Kiseljovsk,RUS,110000
Bakersfield,USA,247057
AgaÃ±a,GUM,1139
Depok,IDN,106800
Mirzapur-cum-Vindhyachal,IND,169336
Rishon Le Ziyyon,ISR,188200
Haicheng,CHN,205560
Jiangyou,CHN,175753
Honiara,SLB,50100
Alicante [Alacant],ESP,272432
Barasat,IND,107365
Arak,IRN,380755
Najafabad,IRN,178498
Omuta,JPN,142889
Lanzhou,CHN,1565800
Columbus,USA,186291
RÃ­obamba,ECU,123163
Morvi,IND,90357
Koshigaya,JPN,301446
San Pedro Garza GarcÃ­a,MEX,126147
Gujrat,PAK,250121
LinkÃ¶ping,SWE,133168
Abu Dhabi,ARE,398695
Bento GonÃ§alves,BRA,89254
Takasago,JPN,97632
Konan,JPN,95521
LiuÂ´an,CHN,144248
Jieyang,CHN,98531
Sliven,BGR,105530
Acheng,CHN,197595
Mbuji-Mayi,COD,806475
Boulogne-Billancourt,FRA,106367
Hims,SYR,507404
ChÃ¤rjew,TKM,189200
Ituiutaba,BRA,90507
ConcepciÃ³n,CHL,217664
Olongapo,PHL,194260
Arayat,PHL,101792
Mabalacat,PHL,171045
Casablanca,MAR,2940623
Slupsk,POL,102370
Oruro,BOL,223553
Tagum,PHL,179531
Chandrapur,IND,226105
Noida,IND,146514
Rasht,IRN,417748
Maragheh,IRN,132318
Netanya,ISR,154900
Pasto,COL,332396
Escobar,ARG,116675
Kashiwazaki,JPN,91229
Komaki,JPN,139827
General San MartÃ­n,ARG,422542
Porto Alegre,BRA,1314032
Santa Cruz de Tenerife,ESP,213050
Avadi,IND,183215
Munich [MÃ¼nchen],DEU,1194560
Sivas,TUR,246642
Naogaon,BGD,101266
Manta,ECU,164739
Chandigarh,IND,504094
Palghat (Palakkad),IND,123289
Bengbu,CHN,449245
Jinzhou,CHN,95761
AtÅ¡insk,RUS,121600
MingÃ¤Ã§evir,AZE,93900
Blumenau,BRA,244379
MÃ¡laga,ESP,530553
Randfontein,ZAF,120838
Amritsar,IND,708835
Daqing,CHN,660000
Mersin (IÃ§el),TUR,587212
Feira de Santana,BRA,479992
Diadema,BRA,335078
Taytay,PHL,198183
Concord,USA,121780
Ghaziabad,IND,454156
Ilam,IRN,126346
Kingston,JAM,103962
Hegang,CHN,520000
Xinxiang,CHN,473762
Xinyang,CHN,192509
Seoul,KOR,9981619
Ahome,MEX,358663
Akure,NGA,162300
San Juan,PRI,434374
Katowice,POL,345934
Salta,ARG,367550
Nottingham,GBR,287000
Plovdiv,BGR,342584
Pretoria,ZAF,658630
Nazret,ETH,127842
Ciudad de Guatemala,GTM,823301
Pemalang,IDN,103500
Xiaogan,CHN,166280
Aracaju,BRA,445555
Ambattur,IND,215424
Khujand,TJK,161500
Gurgaon,IND,128608
Yeotmal (Yavatmal),IND,108578
Fujieda,JPN,126897
Lianyungang,CHN,354139
Zhucheng,CHN,102134
Brownsville,USA,139722
Sasaram,IND,98220
Torre del Greco,ITA,94505
Kashiwa,JPN,320296
Puerto Vallarta,MEX,183741
Digos,PHL,125171
Dindigul,IND,182477
Huangshi,CHN,457601
Addis Abeba,ETH,2495000
Brahmapur,IND,210418
Pescara,ITA,115698
Pinar del RÃ­o,CUB,142100
Purwakarta,IDN,95900
Gudivada,IND,101656
Ezeiza,ARG,99578
GoiÃ¢nia,BRA,1056330
Pekan Baru,IDN,438638
Guntur,IND,471051
Pingxiang,CHN,425579
Puyang,CHN,175988
Santa Cruz de la Sierra,BOL,935361
Vigo,ESP,283670
TorrejÃ³n de Ardoz,ESP,92262
Midnapore (Medinipur),IND,125498
Suzuka,JPN,184061
Douala,CMR,1448300
Richmond Hill,CAN,116428
Kaiyuan,CHN,124219
Namyangju,KOR,229060
Salvatierra,MEX,94322
San NicolÃ¡s de los Arroyos,ARG,119302
Cotia,BRA,140042
GuaÃ­ba,BRA,92224
Wolverhampton,GBR,242000
Aizawl,IND,155240
Yamagata,JPN,255617
Yangzhou,CHN,312892
Santa Marta,COL,359147
Gandhinagar,IND,123359
Balurghat,IND,119796
Pisa,ITA,92379
ZÃ¼rich,CHE,336800
George,ZAF,93818
Valenzuela,PHL,485433
Seto,JPN,130470
Mazar-e-Sharif,AFG,127800
SÃ£o Caetano do Sul,BRA,133321
Marikina,PHL,391170
Pasuruan,IDN,134019
Agartala,IND,157358
Bhir (Bid),IND,112434
Langfang,CHN,148105
Kimhae,KOR,256370
Ruda Slaska,POL,159665
RibeirÃ£o Pires,BRA,108121
Nagar Coil,IND,190084
Eslamshahr,IRN,265450
YaoundÃ©,CMR,1372800
Giron,COL,90688
Santana do Livramento,BRA,91779
Douglas,GBR,23487
Tshikapa,COD,180860
Kuching,MYS,148059
Ila,NGA,264000
Ottawa,CAN,335277
Jinhua,CHN,144280
Barueri,BRA,208426
CuricÃ³,CHL,115766
Shibin al-Kawm,EGY,159909
Stanley,FLK,1636
Shantou,CHN,580000
Mianyang,CHN,262947
Liepaja,LVA,89439
Monrovia,LBR,850000
Offenbach am Main,DEU,116627
HortolÃ¢ndia,BRA,135755
Uvira,COD,115590
Olmalik,UZB,114900
Mar del Plata,ARG,512880
Jirja,EGY,95400
Puerto Princesa,PHL,161912
Å iauliai,LTU,146563
Kabul,AFG,1780000
Å umen,BGR,94686
Gulbarga,IND,304099
Chapra,IND,136877
Qutubullapur,IND,105380
Shenzhen,CHN,950500
Tafuna,ASM,5200
San Pedro de la Paz,CHL,91684
Kurnool,IND,236800
Trieste,ITA,216459
Kioto,JPN,1461974
Zhezqazghan,KAZ,90000
Chinhae,KOR,125997
Gillingham,GBR,92000
Tacloban,PHL,178639
Bamenda,CMR,138000
Hamilton,CAN,335614
Hengyang,CHN,487148
